Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
CO,US,03/22/2020,0.0,0.0,0.0
CO,US,03/22/2020,0.0,0.0,0.0
CO,US,03/22/2020,0.0,0.0,0.0
CO,US,03/22/2020,0.0,0.0,0.0
DC,US,03/22/2020,0.0,0.0,0.0
FL,US,03/22/2020,0.0,0.0,0.0
FL,US,03/22/2020,0.0,0.0,0.0
FL,US,03/22/2020,0.0,0.0,0.0
FL,US,03/22/2020,0.0,0.0,0.0
FL,US,03/22/2020,0.0,0.0,0.0
FL,US,03/22/2020,0.0,0.0,0.0
FL,US,03/22/2020,0.0,0.0,0.0
FL,US,03/22/2020,0.0,0.0,0.0
FL,US,03/22/2020,0.0,0.0,0.0
FL,US,03/22/2020,0.0,0.0,0.0
FL,US,03/22/2020,0.0,0.0,0.0
FL,US,03/22/2020,0.0,0.0,0.0
FL,US,03/22/2020,0.0,0.0,0.0
FL,US,03/22/2020,0.0,0.0,0.0
FL,US,03/22/2020,0.0,0.0,0.0
FL,US,03/22/2020,0.0,0.0,0.0
FL,US,03/22/2020,0.0,0.0,0.0
FL,US,03/22/2020,0.0,0.0,0.0
FL,US,03/22/2020,0.0,0.0,0.0
FL,US,03/22/2020,0.0,0.0,0.0
FL,US,03/22/2020,0.0,0.0,0.0
FL,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
GA,US,03/22/2020,0.0,0.0,0.0
HI,US,03/22/2020,0.0,0.0,0.0
HI,US,03/22/2020,0.0,0.0,0.0
ID,US,03/22/2020,0.0,0.0,0.0
ID,US,03/22/2020,0.0,0.0,0.0
ID,US,03/22/2020,0.0,0.0,0.0
ID,US,03/22/2020,0.0,0.0,0.0
ID,US,03/22/2020,0.0,0.0,0.0
ID,US,03/22/2020,0.0,0.0,0.0
ID,US,03/22/2020,0.0,0.0,0.0
ID,US,03/22/2020,0.0,0.0,0.0
ID,US,03/22/2020,0.0,0.0,0.0
ID,US,03/22/2020,0.0,0.0,0.0
ID,US,03/22/2020,0.0,0.0,0.0
ID,US,03/22/2020,0.0,0.0,0.0
ID,US,03/22/2020,0.0,0.0,0.0
ID,US,03/22/2020,0.0,0.0,0.0
ID,US,03/22/2020,0.0,0.0,0.0
ID,US,03/22/2020,0.0,0.0,0.0
ID,US,03/22/2020,0.0,0.0,0.0
ID,US,03/22/2020,0.0,0.0,0.0
ID,US,03/22/2020,0.0,0.0,0.0
ID,US,03/22/2020,0.0,0.0,0.0
ID,US,03/22/2020,0.0,0.0,0.0
ID,US,03/22/2020,0.0,0.0,0.0
ID,US,03/22/2020,0.0,0.0,0.0
ID,US,03/22/2020,0.0,0.0,0.0
ID,US,03/22/2020,0.0,0.0,0.0
ID,US,03/22/2020,0.0,0.0,0.0
ID,US,03/22/2020,0.0,0.0,0.0
ID,US,03/22/2020,0.0,0.0,0.0
ID,US,03/22/2020,0.0,0.0,0.0
ID,US,03/22/2020,0.0,0.0,0.0
ID,US,03/22/2020,0.0,0.0,0.0
ID,US,03/22/2020,0.0,0.0,0.0
ID,US,03/22/2020,0.0,0.0,0.0
ID,US,03/22/2020,0.0,0.0,0.0
ID,US,03/22/2020,0.0,0.0,0.0
ID,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IL,US,03/22/2020,0.0,0.0,0.0
IN,US,03/22/2020,0.0,0.0,0.0
IN,US,03/22/2020,0.0,0.0,0.0
IN,US,03/22/2020,0.0,0.0,0.0
IN,US,03/22/2020,0.0,0.0,0.0
IN,US,03/22/2020,0.0,0.0,0.0
IN,US,03/22/2020,0.0,0.0,0.0
IN,US,03/22/2020,0.0,0.0,0.0
IN,US,03/22/2020,0.0,0.0,0.0
IN,US,03/22/2020,0.0,0.0,0.0
IN,US,03/22/2020,0.0,0.0,0.0
IN,US,03/22/2020,0.0,0.0,0.0
IN,US,03/22/2020,0.0,0.0,0.0
IN,US,03/22/2020,0.0,0.0,0.0
IN,US,03/22/2020,0.0,0.0,0.0
IN,US,03/22/2020,0.0,0.0,0.0
IN,US,03/22/2020,0.0,0.0,0.0
IN,US,03/22/2020,0.0,0.0,0.0
IN,US,03/22/2020,0.0,0.0,0.0
IN,US,03/22/2020,0.0,0.0,0.0
IN,US,03/22/2020,0.0,0.0,0.0
IN,US,03/22/2020,0.0,0.0,0.0
IN,US,03/22/2020,0.0,0.0,0.0
IN,US,03/22/2020,0.0,0.0,0.0
IN,US,03/22/2020,0.0,0.0,0.0
IN,US,03/22/2020,0.0,0.0,0.0
IN,US,03/22/2020,0.0,0.0,0.0
IN,US,03/22/2020,0.0,0.0,0.0
IN,US,03/22/2020,0.0,0.0,0.0
IN,US,03/22/2020,0.0,0.0,0.0
IN,US,03/22/2020,0.0,0.0,0.0
IN,US,03/22/2020,0.0,0.0,0.0
IN,US,03/22/2020,0.0,0.0,0.0
IN,US,03/22/2020,0.0,0.0,0.0
IN,US,03/22/2020,0.0,0.0,0.0
IN,US,03/22/2020,0.0,0.0,0.0
IN,US,03/22/2020,0.0,0.0,0.0
IN,US,03/22/2020,0.0,0.0,0.0
IN,US,03/22/2020,0.0,0.0,0.0
IN,US,03/22/2020,0.0,0.0,0.0
IN,US,03/22/2020,0.0,0.0,0.0
IN,US,03/22/2020,0.0,0.0,0.0
IN,US,03/22/2020,0.0,0.0,0.0
IN,US,03/22/2020,0.0,0.0,0.0
IN,US,03/22/2020,0.0,0.0,0.0
IN,US,03/22/2020,0.0,0.0,0.0
IN,US,03/22/2020,0.0,0.0,0.0
IN,US,03/22/2020,0.0,0.0,0.0
IN,US,03/22/2020,0.0,0.0,0.0
IN,US,03/22/2020,0.0,0.0,0.0
IN,US,03/22/2020,0.0,0.0,0.0
IN,US,03/22/2020,0.0,0.0,0.0
IN,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
IA,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KS,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
KY,US,03/22/2020,0.0,0.0,0.0
LA,US,03/22/2020,0.0,0.0,0.0
LA,US,03/22/2020,0.0,0.0,0.0
LA,US,03/22/2020,0.0,0.0,0.0
LA,US,03/22/2020,0.0,0.0,0.0
LA,US,03/22/2020,0.0,0.0,0.0
LA,US,03/22/2020,0.0,0.0,0.0
LA,US,03/22/2020,0.0,0.0,0.0
LA,US,03/22/2020,0.0,0.0,0.0
LA,US,03/22/2020,0.0,0.0,0.0
LA,US,03/22/2020,0.0,0.0,0.0
LA,US,03/22/2020,0.0,0.0,0.0
LA,US,03/22/2020,0.0,0.0,0.0
LA,US,03/22/2020,0.0,0.0,0.0
LA,US,03/22/2020,0.0,0.0,0.0
LA,US,03/22/2020,0.0,0.0,0.0
LA,US,03/22/2020,0.0,0.0,0.0
LA,US,03/22/2020,0.0,0.0,0.0
LA,US,03/22/2020,0.0,0.0,0.0
LA,US,03/22/2020,0.0,0.0,0.0
LA,US,03/22/2020,0.0,0.0,0.0
LA,US,03/22/2020,0.0,0.0,0.0
LA,US,03/22/2020,0.0,0.0,0.0
LA,US,03/22/2020,0.0,0.0,0.0
LA,US,03/22/2020,0.0,0.0,0.0
LA,US,03/22/2020,0.0,0.0,0.0
LA,US,03/22/2020,0.0,0.0,0.0
LA,US,03/22/2020,0.0,0.0,0.0
LA,US,03/22/2020,0.0,0.0,0.0
